"target_name","target_mean","target_non_zero_count"
"ENSG00000187010.21",0.0225469406302249,9485
"ENSG00000224183.1",5.82570651255731e-06,4
"ENSG00000259984.1",1.45642662813933e-05,10
"ENSG00000183726.11",0.112338555108271,24294
"ENSG00000188672.18",0.0166688027590546,7702
"ENSG00000238084.4",0,0
"ENSG00000204178.11",0.0273924720220445,10681
"ENSG00000157978.11",0.00479601288646281,2907
"ENSG00000117643.14",0.00045440510797947,301
"ENSG00000162430.17",0.003125491543987,1934
"ENSG00000255054.3",0,0
"ENSG00000117640.18",0.0130058897892842,6773
"ENSG00000127423.10",0.00774673323507308,4314
"ENSG00000182749.5",0.000770449686285704,512
"ENSG00000117632.23",0.507040366320425,48798
"ENSG00000229786.1",1.45642662813933e-05,10
"ENSG00000223624.1",1.01949863969753e-05,7
"ENSG00000158006.14",0.00270895352833915,1710
"ENSG00000158008.9",0.000946677308290563,622
"ENSG00000158014.14",0.000202443301311367,136
"ENSG00000158022.6",0.00039032233634134,254
"ENSG00000175087.10",0.00836280169877602,4843
"ENSG00000197245.6",0.00256331086552522,1597
"ENSG00000282872.1",1.16514130251146e-05,8
"ENSG00000236782.7",0.00115785916937077,737
"ENSG00000142684.9",0.0678359830588455,17533
"ENSG00000142675.18",0.000406343029250872,270
"ENSG00000188782.8",5.09749319848764e-05,35
"ENSG00000236155.6",0.000230115407246014,156
"ENSG00000278572.1",8.15598911758023e-05,56
"ENSG00000130695.15",0.012554397534561,6474
"ENSG00000270733.1",0.000126709116648121,86
"ENSG00000142669.15",0.223456624702161,33821
"ENSG00000158062.20",0.00495767624218627,2914
"ENSG00000169442.9",0.0255224202315136,8520
"ENSG00000176092.15",0.00404740959959919,2362
"ENSG00000225854.2",2.03899727939506e-05,14
"ENSG00000176083.17",1.31078396532539e-05,9
"ENSG00000131914.11",0.000598591344165264,401
"ENSG00000117682.17",0.00973766843573954,5339
"ENSG00000223583.1",0.000131078396532539,90
"ENSG00000198830.11",0.158020832726489,26157
"ENSG00000224129.1",1.45642662813932e-06,1
"ENSG00000117676.14",0.00330754487250441,2039
"ENSG00000229247.2",1.45642662813932e-06,1
"ENSG00000235069.2",0,0
"ENSG00000117713.20",0.0255151380983729,9818
"ENSG00000060642.10",0.00297839245454492,1875
"ENSG00000204160.12",0.0022181377546562,1406
"ENSG00000175793.12",0.00064956627615014,406
"ENSG00000142751.15",0.0137559495027759,7033
"ENSG00000198746.13",0.00866136915754458,4785
"ENSG00000090273.14",0.160623467110974,31285
"ENSG00000131910.5",1.45642662813933e-05,10
"ENSG00000175707.9",0.000722387607557106,478
"ENSG00000172746.6",0.000350998817381578,239
"ENSG00000224064.1",3.20413858190652e-05,22
"ENSG00000225294.1",1.01949863969753e-05,7
"ENSG00000253368.4",0.00049809790682365,326
"ENSG00000158246.8",0.000187879035029973,120
"ENSG00000090020.11",0.0022924155126913,1422
"ENSG00000229985.2",0.000115057703623007,78
"ENSG00000214973.3",1.45642662813933e-05,10
"ENSG00000225159.1",0.000176227622004859,121
"ENSG00000225990.2",1.31078396532539e-05,9
"ENSG00000142784.16",0.00525624370095483,3157
"ENSG00000243659.1",5.68006384974338e-05,37
"ENSG00000186501.14",0.0120912538668127,6282
"ENSG00000241547.1",0.000696171928250599,461
"ENSG00000142765.18",0.000868030270371039,570
"ENSG00000142733.16",0.00111999207703914,741
"ENSG00000142748.12",1.3107839653254e-05,9
"ENSG00000174950.11",7.71906112913844e-05,53
"ENSG00000231207.1",1.45642662813932e-06,1
"ENSG00000181773.7",0.00119281340844611,749
"ENSG00000158195.11",0.0651590709163254,16717
"ENSG00000126705.14",0.00495767624218627,2882
"ENSG00000000938.13",1.45642662813932e-06,1
"ENSG00000235912.1",1.01949863969753e-05,7
"ENSG00000126709.15",0.00354202955963484,2101
"ENSG00000226662.2",0,0
"ENSG00000009780.15",0.00520381234234182,3128
"ENSG00000231344.1",4.95185053567372e-05,32
"ENSG00000230833.1",4.36927988441798e-06,3
"ENSG00000117758.14",0.00869049769010737,4902
"ENSG00000117751.18",0.0136117632665902,6917
"ENSG00000130775.16",0.00105590930540101,690
"ENSG00000117748.10",0.0445317005819881,14912
"ENSG00000130768.15",0.000135447676416957,91
"ENSG00000158156.7",0.00114475132971751,740
"ENSG00000158161.16",0.0105707444670352,5575
"ENSG00000238231.2",5.09749319848765e-05,35
"ENSG00000228589.3",1.45642662813932e-06,1
"ENSG00000228943.1",7.42777580351057e-05,51
"ENSG00000214812.3",2.91285325627865e-06,2
"ENSG00000169403.12",0.000329152417959488,224
"ENSG00000126698.11",0.103343664252882,22927
"ENSG00000130770.18",0.312554980105212,38582
"ENSG00000130766.5",0.0154789022038648,6564
"ENSG00000130772.14",0.00428626356661404,2740
"ENSG00000204138.13",0.0115756788404514,5847
"ENSG00000229820.2",9.32113042009171e-05,62
"ENSG00000180198.16",0.0311354884563625,12135
"ENSG00000231468.2",0.00015146836932649,103
"ENSG00000180098.9",0.0227289939587423,9823
"ENSG00000120656.11",0.0415940880730311,14194
"ENSG00000188060.7",0.000120883410135564,83
"ENSG00000162419.12",0.00667189038350626,3774
"ENSG00000198492.16",0.043673865298014,14268
"ENSG00000116329.11",0.00105008359888846,700
"ENSG00000159023.21",0.0793373841412617,21676
"ENSG00000225616.2",6.99084781506877e-05,48
"ENSG00000253304.2",1.16514130251146e-05,8
"ENSG00000116350.17",0.0575390467979004,16871
"ENSG00000116353.15",0.00898469586899151,4930
"ENSG00000060656.20",0.00084472744432081,544
"ENSG00000225011.4",0,0
"ENSG00000270927.1",0,0
"ENSG00000231251.1",0,0
"ENSG00000162510.6",0.0012146598078682,809
"ENSG00000162511.8",0.00265943502298241,1363
"ENSG00000162512.16",0.00536838855132156,3197
"ENSG00000134644.15",0.0218085323297583,9568
"ENSG00000237329.2",3.49542390753438e-05,24
"ENSG00000232768.1",2.91285325627865e-06,2
"ENSG00000215900.4",1.16514130251146e-05,8
"ENSG00000225142.2",1.60206929095326e-05,11
"ENSG00000084628.10",0.000152924795954629,101
"ENSG00000060688.13",0.0567117964731173,16463
"ENSG00000229447.2",0.000101949863969753,70
"ENSG00000121766.15",0.0381074027252655,12869
"ENSG00000121769.7",0.000122339836763704,81
