gene_id,gRNA_group,pair_type
OXSR1,NTC-3,negative_control
PAFAH1B1,NTC-3,negative_control
PARP2,NTC-3,negative_control
PARP9,NTC-3,negative_control
PBRM1,NTC-3,negative_control
PBXIP1,NTC-3,negative_control
PDCD5,NTC-3,negative_control
PDE3B,NTC-3,negative_control
PDIA4,NTC-3,negative_control
PDIA6,NTC-3,negative_control
PDSS2,NTC-3,negative_control
PEF1,NTC-3,negative_control
PELO,NTC-3,negative_control
PEX16,NTC-3,negative_control
PFKL,NTC-3,negative_control
PGGT1B,NTC-3,negative_control
PGK1,NTC-3,negative_control
PI4KA,NTC-3,negative_control
PI4KB,NTC-3,negative_control
PIGO,NTC-3,negative_control
PITX1,NTC-3,negative_control
PIWIL4,NTC-3,negative_control
PKIG,NTC-3,negative_control
PLA2G12A,NTC-3,negative_control
PLA2G15,NTC-3,negative_control
PLP2,NTC-3,negative_control
PLSCR1,NTC-3,negative_control
PNKD,NTC-3,negative_control
POLDIP2,NTC-3,negative_control
POLG2,NTC-3,negative_control
POLR2I,NTC-3,negative_control
POTEI,NTC-3,negative_control
PPP4R3A,NTC-3,negative_control
PPP5C,NTC-3,negative_control
PPT2,NTC-3,negative_control
PRCC,NTC-3,negative_control
PRDX6,NTC-3,negative_control
PRKACB,NTC-3,negative_control
PROSER1,NTC-3,negative_control
PRR7,NTC-3,negative_control
PSENEN,NTC-3,negative_control
PSMC2,NTC-3,negative_control
PSMD13,NTC-3,negative_control
PSMD6,NTC-3,negative_control
PSTPIP2,NTC-3,negative_control
PTPMT1,NTC-3,negative_control
PTPN12,NTC-3,negative_control
PTPRR,NTC-3,negative_control
PUF60,NTC-3,negative_control
PUS7L,NTC-3,negative_control
RAB14,NTC-3,negative_control
RAB2B,NTC-3,negative_control
RAB3IP,NTC-3,negative_control
RALGAPB,NTC-3,negative_control
RARG,NTC-3,negative_control
RASA3,NTC-3,negative_control
RASSF1,NTC-3,negative_control
RCE1,NTC-3,negative_control
RDH11,NTC-3,negative_control
REXO1,NTC-3,negative_control
RFC5,NTC-3,negative_control
RFX5,NTC-3,negative_control
RHEBL1,NTC-3,negative_control
RIC8A,NTC-3,negative_control
RILPL1,NTC-3,negative_control
RIPOR3,NTC-3,negative_control
RMDN2,NTC-3,negative_control
RNF2,NTC-3,negative_control
RNFT2,NTC-3,negative_control
RP2,NTC-3,negative_control
RPAP1,NTC-3,negative_control
RPL17,NTC-3,negative_control
RPSA,NTC-3,negative_control
RRAGA,NTC-3,negative_control
RSU1,NTC-3,negative_control
S100A11,NTC-3,negative_control
SALL2,NTC-3,negative_control
SARAF,NTC-3,negative_control
SDHAP1,NTC-3,negative_control
SDR39U1,NTC-3,negative_control
SEC24C,NTC-3,negative_control
SELENOF,NTC-3,negative_control
SEPT1,NTC-3,negative_control
SERPINI1,NTC-3,negative_control
SETD1A,NTC-3,negative_control
SF1,NTC-3,negative_control
SF3B4,NTC-3,negative_control
SFXN1,NTC-3,negative_control
SGSM2,NTC-3,negative_control
SH3BGR,NTC-3,negative_control
SH3GLB2,NTC-3,negative_control
SIGMAR1,NTC-3,negative_control
SIN3B,NTC-3,negative_control
SINHCAF,NTC-3,negative_control
SLC16A4,NTC-3,negative_control
SLC22A5,NTC-3,negative_control
SLC25A11,NTC-3,negative_control
SLC25A3,NTC-3,negative_control
SLC29A2,NTC-3,negative_control
SLC35A5,NTC-3,negative_control
SLC39A10,NTC-3,negative_control
SLC44A4,NTC-3,negative_control
SLC7A5P1,NTC-3,negative_control
SMARCB1,NTC-3,negative_control
SMC6,NTC-3,negative_control
SMCR8,NTC-3,negative_control
SMUG1,NTC-3,negative_control
SMURF1,NTC-3,negative_control
SNAP47,NTC-3,negative_control
SNRNP35,NTC-3,negative_control
SNRPB2,NTC-3,negative_control
SNTB2,NTC-3,negative_control
SOS1,NTC-3,negative_control
SP100,NTC-3,negative_control
SP140L,NTC-3,negative_control
SP3,NTC-3,negative_control
SPAG5,NTC-3,negative_control
SPATA4,NTC-3,negative_control
SPATA5L1,NTC-3,negative_control
SPC25,NTC-3,negative_control
SPCS1,NTC-3,negative_control
SPHK2,NTC-3,negative_control
SPIN1,NTC-3,negative_control
SRRM2,NTC-3,negative_control
SS18,NTC-3,negative_control
SSR2,NTC-3,negative_control
STIM1,NTC-3,negative_control
STK17B,NTC-3,negative_control
STXBP3,NTC-3,negative_control
SUMF2,NTC-3,negative_control
SUPT6H,NTC-3,negative_control
SUV39H2,NTC-3,negative_control
SWAP70,NTC-3,negative_control
TADA2B,NTC-3,negative_control
TAF13,NTC-3,negative_control
TAF5L,NTC-3,negative_control
TANC2,NTC-3,negative_control
TAOK3,NTC-3,negative_control
TATDN3,NTC-3,negative_control
TBC1D2,NTC-3,negative_control
TBCD,NTC-3,negative_control
TBL2,NTC-3,negative_control
TCEANC2,NTC-3,negative_control
TCF12,NTC-3,negative_control
TEDC1,NTC-3,negative_control
TFB2M,NTC-3,negative_control
TGDS,NTC-3,negative_control
THAP12,NTC-3,negative_control
THOC7,NTC-3,negative_control
THOP1,NTC-3,negative_control
TK2,NTC-3,negative_control
TKFC,NTC-3,negative_control
TLE3,NTC-3,negative_control
TMCO1,NTC-3,negative_control
TMED7,NTC-3,negative_control
TMEM192,NTC-3,negative_control
TMEM198,NTC-3,negative_control
TMEM201,NTC-3,negative_control
TMEM216,NTC-3,negative_control
TMEM219,NTC-3,negative_control
TMEM234,NTC-3,negative_control
TMEM38B,NTC-3,negative_control
TMEM44,NTC-3,negative_control
TMEM63B,NTC-3,negative_control
TMOD2,NTC-3,negative_control
TNFAIP2,NTC-3,negative_control
TNFRSF10A,NTC-3,negative_control
TNFRSF8,NTC-3,negative_control
TOB1,NTC-3,negative_control
TOMM20,NTC-3,negative_control
TOPORS,NTC-3,negative_control
TOR1AIP1,NTC-3,negative_control
TOR3A,NTC-3,negative_control
TP53BP1,NTC-3,negative_control
TP53RK,NTC-3,negative_control
TP73-AS1,NTC-3,negative_control
TPM3,NTC-3,negative_control
TPT1,NTC-3,negative_control
TRAFD1,NTC-3,negative_control
TRAIP,NTC-3,negative_control
TRIM11,NTC-3,negative_control
TRIM16,NTC-3,negative_control
TRIP11,NTC-3,negative_control
TRMT13,NTC-3,negative_control
TRMT61B,NTC-3,negative_control
TSPAN12,NTC-3,negative_control
TSR2,NTC-3,negative_control
TTC31,NTC-3,negative_control
TTC39B,NTC-3,negative_control
TUBA4A,NTC-3,negative_control
TUBAL3,NTC-3,negative_control
TVP23B,NTC-3,negative_control
TXNIP,NTC-3,negative_control
TXNL4A,NTC-3,negative_control
TYW1B,NTC-3,negative_control
UBE2L3,NTC-3,negative_control
UBE3A,NTC-3,negative_control
UBFD1,NTC-3,negative_control
UBL5,NTC-3,negative_control
UBR2,NTC-3,negative_control
UBXN2A,NTC-3,negative_control
UFD1,NTC-3,negative_control
USF1,NTC-3,negative_control
USP20,NTC-3,negative_control
USP28,NTC-3,negative_control
USP31,NTC-3,negative_control
USP5,NTC-3,negative_control
UTP14A,NTC-3,negative_control
VCL,NTC-3,negative_control
VKORC1L1,NTC-3,negative_control
VKORC1,NTC-3,negative_control
VPS26C,NTC-3,negative_control
VPS4B,NTC-3,negative_control
VPS8,NTC-3,negative_control
VSTM4,NTC-3,negative_control
VWA8,NTC-3,negative_control
WBP2,NTC-3,negative_control
WBP4,NTC-3,negative_control
WDR47,NTC-3,negative_control
WDR62,NTC-3,negative_control
WDR75,NTC-3,negative_control
WDR81,NTC-3,negative_control
WHRN,NTC-3,negative_control
WRAP73,NTC-3,negative_control
WTAP,NTC-3,negative_control
WTIP,NTC-3,negative_control
YWHAE,NTC-3,negative_control
ZBED6CL,NTC-3,negative_control
ZCCHC3,NTC-3,negative_control
ZDHHC18,NTC-3,negative_control
ZFAND2A,NTC-3,negative_control
ZFAND6,NTC-3,negative_control
ZFP90,NTC-3,negative_control
ZNF200,NTC-3,negative_control
ZNF215,NTC-3,negative_control
ZNF337,NTC-3,negative_control
ZNF395,NTC-3,negative_control
ZNF436,NTC-3,negative_control
ZNF43,NTC-3,negative_control
ZNF496,NTC-3,negative_control
ZNF566,NTC-3,negative_control
ZNF567,NTC-3,negative_control
ZNF594,NTC-3,negative_control
ZNF618,NTC-3,negative_control
ZNF787,NTC-3,negative_control
ZNF812P,NTC-3,negative_control
ZNF876P,NTC-3,negative_control
ZNFX1,NTC-3,negative_control
ZRANB2,NTC-3,negative_control
ZSCAN26,NTC-3,negative_control
ZSCAN31,NTC-3,negative_control
ABHD11,NTC-4,negative_control
ABHD18,NTC-4,negative_control
ABL1,NTC-4,negative_control
AC007950.1,NTC-4,negative_control
AC009299.1,NTC-4,negative_control
AC013394.1,NTC-4,negative_control
AC064862.1,NTC-4,negative_control
AC134878.2,NTC-4,negative_control
ACADM,NTC-4,negative_control
ACTL6A,NTC-4,negative_control
ACTN1,NTC-4,negative_control
ACTR1A,NTC-4,negative_control
AD000864.1,NTC-4,negative_control
AF274858.1,NTC-4,negative_control
AIFM2,NTC-4,negative_control
AIMP2,NTC-4,negative_control
AKAP8,NTC-4,negative_control
AL512646.1,NTC-4,negative_control
AL662884.4,NTC-4,negative_control
ALDH16A1,NTC-4,negative_control
ALDH18A1,NTC-4,negative_control
ALDH4A1,NTC-4,negative_control
ALDH9A1,NTC-4,negative_control
ANAPC10,NTC-4,negative_control
ANKFY1,NTC-4,negative_control
ANKIB1,NTC-4,negative_control
ANP32A,NTC-4,negative_control
AP000347.1,NTC-4,negative_control
AP000902.1,NTC-4,negative_control
AP1M1,NTC-4,negative_control
AQP3,NTC-4,negative_control
AQR,NTC-4,negative_control
ARF3,NTC-4,negative_control
ARID2,NTC-4,negative_control
ARL8A,NTC-4,negative_control
ARMC10,NTC-4,negative_control
ARMC1,NTC-4,negative_control
ARMC6,NTC-4,negative_control
ARRDC1,NTC-4,negative_control
ARSA,NTC-4,negative_control
ASCC3,NTC-4,negative_control
ASF1A,NTC-4,negative_control
ASTN2,NTC-4,negative_control
ATP2B4,NTC-4,negative_control
ATP7B,NTC-4,negative_control
ATXN10,NTC-4,negative_control
ATXN7L1,NTC-4,negative_control
B4GALNT2,NTC-4,negative_control
B4GALT3,NTC-4,negative_control
BABAM2,NTC-4,negative_control
BAHCC1,NTC-4,negative_control
BAZ1A,NTC-4,negative_control
BAZ2B,NTC-4,negative_control
BCAT2,NTC-4,negative_control
BCL9L,NTC-4,negative_control
BCR,NTC-4,negative_control
BCS1L,NTC-4,negative_control
BIN3,NTC-4,negative_control
BRK1,NTC-4,negative_control
BTF3L4,NTC-4,negative_control
C12orf60,NTC-4,negative_control
C17orf99,NTC-4,negative_control
C1D,NTC-4,negative_control
C5orf30,NTC-4,negative_control
C5orf63,NTC-4,negative_control
C8orf88,NTC-4,negative_control
CA5B,NTC-4,negative_control
CALCOCO2,NTC-4,negative_control
CAMTA1,NTC-4,negative_control
CANT1,NTC-4,negative_control
CARNMT1,NTC-4,negative_control
CBFB,NTC-4,negative_control
CCDC144NL,NTC-4,negative_control
CCDC66,NTC-4,negative_control
CCDC97,NTC-4,negative_control
CCSAP,NTC-4,negative_control
CD164,NTC-4,negative_control
CDAN1,NTC-4,negative_control
CDC25C,NTC-4,negative_control
CDC42,NTC-4,negative_control
CDKN2C,NTC-4,negative_control
CDYL,NTC-4,negative_control
CENPM,NTC-4,negative_control
CENPO,NTC-4,negative_control
CEP57,NTC-4,negative_control
CERS6,NTC-4,negative_control
CES2,NTC-4,negative_control
CHORDC1,NTC-4,negative_control
CHP1,NTC-4,negative_control
CHST3,NTC-4,negative_control
CIR1,NTC-4,negative_control
CLCN5,NTC-4,negative_control
CLEC2B,NTC-4,negative_control
CLGN,NTC-4,negative_control
CLPP,NTC-4,negative_control
CMAS,NTC-4,negative_control
COL18A1,NTC-4,negative_control
COPRS,NTC-4,negative_control
COPS6,NTC-4,negative_control
COX4I1,NTC-4,negative_control
CPQ,NTC-4,negative_control
CREBBP,NTC-4,negative_control
CRNKL1,NTC-4,negative_control
CRTAP,NTC-4,negative_control
CSGALNACT2,NTC-4,negative_control
CS,NTC-4,negative_control
CTR9,NTC-4,negative_control
CUTA,NTC-4,negative_control
CYB5A,NTC-4,negative_control
CYFIP1,NTC-4,negative_control
DAPK3,NTC-4,negative_control
DCAKD,NTC-4,negative_control
DCP2,NTC-4,negative_control
DDHD2,NTC-4,negative_control
DDX28,NTC-4,negative_control
DHCR7,NTC-4,negative_control
DNAAF5,NTC-4,negative_control
DNAJC25-GNG10,NTC-4,negative_control
DNM1,NTC-4,negative_control
DNPEP,NTC-4,negative_control
DSCC1,NTC-4,negative_control
DTD1,NTC-4,negative_control
DYNC1LI1,NTC-4,negative_control
E2F1,NTC-4,negative_control
ECI2,NTC-4,negative_control
EEF1B2,NTC-4,negative_control
EFCAB11,NTC-4,negative_control
EIF4A3,NTC-4,negative_control
EIF4G3,NTC-4,negative_control
ELP1,NTC-4,negative_control
EMC4,NTC-4,negative_control
EME1,NTC-4,negative_control
ENGASE,NTC-4,negative_control
EPC1,NTC-4,negative_control
ERAL1,NTC-4,negative_control
ERLIN2,NTC-4,negative_control
EXOSC6,NTC-4,negative_control
EXOSC9,NTC-4,negative_control
EXT2,NTC-4,negative_control
FAM104A,NTC-4,negative_control
FAM118B,NTC-4,negative_control
FAM160B2,NTC-4,negative_control
FAM172A,NTC-4,negative_control
FAM214B,NTC-4,negative_control
FAM241A,NTC-4,negative_control
FAM78A,NTC-4,negative_control
FAM98B,NTC-4,negative_control
FASTKD2,NTC-4,negative_control
FASTKD5,NTC-4,negative_control
FAT1,NTC-4,negative_control
FECH,NTC-4,negative_control
FGFBP3,NTC-4,negative_control
FIGNL1,NTC-4,negative_control
FKBP15,NTC-4,negative_control
FKBPL,NTC-4,negative_control
FN3K,NTC-4,negative_control
FN3KRP,NTC-4,negative_control
FOXD2,NTC-4,negative_control
FOXJ2,NTC-4,negative_control
FOXN3,NTC-4,negative_control
FOXRED1,NTC-4,negative_control
FXYD5,NTC-4,negative_control
FYCO1,NTC-4,negative_control
G6PD,NTC-4,negative_control
GABARAPL2,NTC-4,negative_control
GABRP,NTC-4,negative_control
GGT7,NTC-4,negative_control
GK,NTC-4,negative_control
GMFB,NTC-4,negative_control
GNAI3,NTC-4,negative_control
GNAS,NTC-4,negative_control
GNB4,NTC-4,negative_control
GPHN,NTC-4,negative_control
GRAP2,NTC-4,negative_control
GRPEL2,NTC-4,negative_control
GSTCD,NTC-4,negative_control
GTSF1,NTC-4,negative_control
GXYLT2,NTC-4,negative_control
HASPIN,NTC-4,negative_control
HAT1,NTC-4,negative_control
HEATR1,NTC-4,negative_control
HERC4,NTC-4,negative_control
HEXD,NTC-4,negative_control
HHLA3,NTC-4,negative_control
HIPK2,NTC-4,negative_control
HMGCS1,NTC-4,negative_control
HNRNPD,NTC-4,negative_control
HNRNPL,NTC-4,negative_control
HOMEZ,NTC-4,negative_control
HOXB7,NTC-4,negative_control
HSBP1,NTC-4,negative_control
HSD17B10,NTC-4,negative_control
HSD17B12,NTC-4,negative_control
HSP90AB2P,NTC-4,negative_control
HSPD1,NTC-4,negative_control
ICK,NTC-4,negative_control
ICMT,NTC-4,negative_control
IDI1,NTC-4,negative_control
IFT20,NTC-4,negative_control
IFT46,NTC-4,negative_control
IFT80,NTC-4,negative_control
IKZF4,NTC-4,negative_control
IL17RC,NTC-4,negative_control
IL1R1,NTC-4,negative_control
IMPA2,NTC-4,negative_control
IMPDH2,NTC-4,negative_control
IRF1,NTC-4,negative_control
ITM2B,NTC-4,negative_control
JUND,NTC-4,negative_control
KANSL1L,NTC-4,negative_control
KCNJ16,NTC-4,negative_control
KDM5C,NTC-4,negative_control
KIAA1324L,NTC-4,negative_control
KIAA1586,NTC-4,negative_control
KLHL22,NTC-4,negative_control
KLHL7,NTC-4,negative_control
KLHL8,NTC-4,negative_control
KMT2E,NTC-4,negative_control
KPNA4,NTC-4,negative_control
KSR1,NTC-4,negative_control
LARP7,NTC-4,negative_control
LARS2,NTC-4,negative_control
LBR,NTC-4,negative_control
LBX2,NTC-4,negative_control
LCMT2,NTC-4,negative_control
LGALS8,NTC-4,negative_control
LHFPL2,NTC-4,negative_control
LIN54,NTC-4,negative_control
LLGL1,NTC-4,negative_control
LMAN1,NTC-4,negative_control
LMBRD1,NTC-4,negative_control
LNX1,NTC-4,negative_control
LPCAT3,NTC-4,negative_control
LRRC8D,NTC-4,negative_control
LSM1,NTC-4,negative_control
LYSMD1,NTC-4,negative_control
MACO1,NTC-4,negative_control
MADD,NTC-4,negative_control
MAN1A1,NTC-4,negative_control
MAP7D3,NTC-4,negative_control
MARCH3,NTC-4,negative_control
MATK,NTC-4,negative_control
MBIP,NTC-4,negative_control
MBOAT1,NTC-4,negative_control
MCFD2,NTC-4,negative_control
MCM3AP,NTC-4,negative_control
MED26,NTC-4,negative_control
METTL15,NTC-4,negative_control
METTL17,NTC-4,negative_control
METTL22,NTC-4,negative_control
METTL3,NTC-4,negative_control
MFN2,NTC-4,negative_control
MGAT2,NTC-4,negative_control
MIA2,NTC-4,negative_control
MIF4GD,NTC-4,negative_control
MIPEP,NTC-4,negative_control
MLLT11,NTC-4,negative_control
MLX,NTC-4,negative_control
MLYCD,NTC-4,negative_control
MPHOSPH6,NTC-4,negative_control
MPLKIP,NTC-4,negative_control
MPZL1,NTC-4,negative_control
MRFAP1,NTC-4,negative_control
MRPL9,NTC-4,negative_control
MRPS18B,NTC-4,negative_control
MTCYBP18,NTC-4,negative_control
MYH10,NTC-4,negative_control
MYL9,NTC-4,negative_control
N4BP2L2,NTC-4,negative_control
NAGK,NTC-4,negative_control
NANS,NTC-4,negative_control
NARS2,NTC-4,negative_control
NAT14,NTC-4,negative_control
NBR1,NTC-4,negative_control
NCKIPSD,NTC-4,negative_control
NCLN,NTC-4,negative_control
NDUFA6,NTC-4,negative_control
NDUFA9,NTC-4,negative_control
NDUFB7,NTC-4,negative_control
NEK3,NTC-4,negative_control
NETO2,NTC-4,negative_control
NFE2L2,NTC-4,negative_control
NFE2L3,NTC-4,negative_control
NHLRC3,NTC-4,negative_control
NMI,NTC-4,negative_control
NOD1,NTC-4,negative_control
NOMO1,NTC-4,negative_control
NPL,NTC-4,negative_control
NPTN,NTC-4,negative_control
NSRP1,NTC-4,negative_control
NUP205,NTC-4,negative_control
NUS1,NTC-4,negative_control
OPHN1,NTC-4,negative_control
OR8D1,NTC-4,negative_control
ORC4,NTC-4,negative_control
OSBP2,NTC-4,negative_control
OXLD1,NTC-4,negative_control
P3H3,NTC-4,negative_control
PAFAH1B1,NTC-4,negative_control
PAGE4,NTC-4,negative_control
PAXIP1,NTC-4,negative_control
PCGF5,NTC-4,negative_control
PCNX4,NTC-4,negative_control
PCYT2,NTC-4,negative_control
PDCD10,NTC-4,negative_control
PDCD6IPP2,NTC-4,negative_control
PDK1,NTC-4,negative_control
PDZD11,NTC-4,negative_control
PELI2,NTC-4,negative_control
PER3,NTC-4,negative_control
PFDN6,NTC-4,negative_control
PGM2L1,NTC-4,negative_control
PHF21A,NTC-4,negative_control
PHIP,NTC-4,negative_control
PHYKPL,NTC-4,negative_control
PIAS3,NTC-4,negative_control
PICK1,NTC-4,negative_control
PIP4K2C,NTC-4,negative_control
PKP2,NTC-4,negative_control
POLR3B,NTC-4,negative_control
POMGNT1,NTC-4,negative_control
PPARGC1B,NTC-4,negative_control
PPP1R7,NTC-4,negative_control
PPP2CA,NTC-4,negative_control
PRKAR1B,NTC-4,negative_control
PRKAR2A,NTC-4,negative_control
PROSER1,NTC-4,negative_control
PRPF19,NTC-4,negative_control
PRPF31,NTC-4,negative_control
PSENEN,NTC-4,negative_control
PSMB10,NTC-4,negative_control
PSMD7,NTC-4,negative_control
PTBP3,NTC-4,negative_control
PTH2R,NTC-4,negative_control
PTK2B,NTC-4,negative_control
PUF60,NTC-4,negative_control
PXMP2,NTC-4,negative_control
PYCR1,NTC-4,negative_control
R3HDM2,NTC-4,negative_control
RAB13,NTC-4,negative_control
RAB5C,NTC-4,negative_control
RAD51,NTC-4,negative_control
RAD9A,NTC-4,negative_control
RALGAPB,NTC-4,negative_control
RAPGEF6,NTC-4,negative_control
RBAK,NTC-4,negative_control
RBL1,NTC-4,negative_control
RBM15B,NTC-4,negative_control
RBSN,NTC-4,negative_control
REM2,NTC-4,negative_control
RETSAT,NTC-4,negative_control
RFC5,NTC-4,negative_control
RFT1,NTC-4,negative_control
RHOG,NTC-4,negative_control
RMND5B,NTC-4,negative_control
RNF169,NTC-4,negative_control
RNF219,NTC-4,negative_control
RNLS,NTC-4,negative_control
ROCK1,NTC-4,negative_control
RP9,NTC-4,negative_control
RPAP3,NTC-4,negative_control
RPL22L1,NTC-4,negative_control
RPL38,NTC-4,negative_control
RPL7L1,NTC-4,negative_control
RPS15A,NTC-4,negative_control
RPS26,NTC-4,negative_control
RPS3,NTC-4,negative_control
RRAS2,NTC-4,negative_control
RRN3P3,NTC-4,negative_control
RWDD2A,NTC-4,negative_control
SCYL3,NTC-4,negative_control
SDCCAG8,NTC-4,negative_control
SDHD,NTC-4,negative_control
SEL1L3,NTC-4,negative_control
SEPSECS,NTC-4,negative_control
SEPT8,NTC-4,negative_control
SERF2,NTC-4,negative_control
SERINC5,NTC-4,negative_control
SFMBT2,NTC-4,negative_control
SHLD1,NTC-4,negative_control
SIKE1,NTC-4,negative_control
SIRT3,NTC-4,negative_control
SIRT4,NTC-4,negative_control
SLC25A40,NTC-4,negative_control
SLC25A41,NTC-4,negative_control
SLC25A46,NTC-4,negative_control
SLC25A51,NTC-4,negative_control
SLC30A5,NTC-4,negative_control
SLC35A2,NTC-4,negative_control
SLC35E2B,NTC-4,negative_control
SLC37A4,NTC-4,negative_control
SLC38A1,NTC-4,negative_control
SLC39A14,NTC-4,negative_control
SLC45A4,NTC-4,negative_control
SLC9A3,NTC-4,negative_control
SLCO1A2,NTC-4,negative_control
SMYD4,NTC-4,negative_control
SNIP1,NTC-4,negative_control
SNRNP200,NTC-4,negative_control
SNRNP48,NTC-4,negative_control
SNRPE,NTC-4,negative_control
SPA17,NTC-4,negative_control
SPG11,NTC-4,negative_control
SPIN3,NTC-4,negative_control
SPPL2A,NTC-4,negative_control
SRBD1,NTC-4,negative_control
SRM,NTC-4,negative_control
SRP9,NTC-4,negative_control
SRSF3,NTC-4,negative_control
ST3GAL4,NTC-4,negative_control
ST8SIA1,NTC-4,negative_control
STAG3L2,NTC-4,negative_control
STMN1,NTC-4,negative_control
SUCLG1,NTC-4,negative_control
SUCO,NTC-4,negative_control
SUDS3,NTC-4,negative_control
SUPT6H,NTC-4,negative_control
SUV39H2,NTC-4,negative_control
SWAP70,NTC-4,negative_control
SYAP1,NTC-4,negative_control
SYMPK,NTC-4,negative_control
TAF1,NTC-4,negative_control
TAF9B,NTC-4,negative_control
TAOK1,NTC-4,negative_control
TARBP1,NTC-4,negative_control
TBC1D23,NTC-4,negative_control
TBXA2R,NTC-4,negative_control
TCF20,NTC-4,negative_control
TDP2,NTC-4,negative_control
TECPR2,NTC-4,negative_control
TEX10,NTC-4,negative_control
TFB1M,NTC-4,negative_control
TINF2,NTC-4,negative_control
TM2D3,NTC-4,negative_control
TM9SF2,NTC-4,negative_control
TMED3,NTC-4,negative_control
TMEM107,NTC-4,negative_control
TMEM109,NTC-4,negative_control
TMEM11,NTC-4,negative_control
TMEM161B,NTC-4,negative_control
TMEM182,NTC-4,negative_control
TMEM247,NTC-4,negative_control
TMEM52,NTC-4,negative_control
TMEM60,NTC-4,negative_control
TMLHE,NTC-4,negative_control
TMUB1,NTC-4,negative_control
TOMM20,NTC-4,negative_control
TPRG1L,NTC-4,negative_control
TRA2B,NTC-4,negative_control
TRAF3IP1,NTC-4,negative_control
TRAF3,NTC-4,negative_control
TRAF6,NTC-4,negative_control
TRAPPC3,NTC-4,negative_control
TRIM58,NTC-4,negative_control
TRIR,NTC-4,negative_control
TRPM7,NTC-4,negative_control
TSHZ1,NTC-4,negative_control
TTK,NTC-4,negative_control
TWF1,NTC-4,negative_control
TXNL4A,NTC-4,negative_control
U2SURP,NTC-4,negative_control
UBE2E3,NTC-4,negative_control
UBE2V2,NTC-4,negative_control
UBR1,NTC-4,negative_control
UBR7,NTC-4,negative_control
UBXN4,NTC-4,negative_control
UCHL3,NTC-4,negative_control
UNG,NTC-4,negative_control
UPRT,NTC-4,negative_control
UQCC1,NTC-4,negative_control
UQCRC1,NTC-4,negative_control
URI1,NTC-4,negative_control
USP16,NTC-4,negative_control
USP19,NTC-4,negative_control
USP28,NTC-4,negative_control
VCP,NTC-4,negative_control
VPS26C,NTC-4,negative_control
VPS33A,NTC-4,negative_control
VPS35,NTC-4,negative_control
VPS37A,NTC-4,negative_control
VPS4B,NTC-4,negative_control
VSIG10,NTC-4,negative_control
WDCP,NTC-4,negative_control
WDR6,NTC-4,negative_control
WIZ,NTC-4,negative_control
WWP2,NTC-4,negative_control
YDJC,NTC-4,negative_control
YLPM1,NTC-4,negative_control
ZADH2,NTC-4,negative_control
ZBED1,NTC-4,negative_control
ZBED6,NTC-4,negative_control
ZBTB2,NTC-4,negative_control
ZCRB1,NTC-4,negative_control
ZFP64,NTC-4,negative_control
ZFP69,NTC-4,negative_control
ZKSCAN3,NTC-4,negative_control
ZNF175,NTC-4,negative_control
ZNF200,NTC-4,negative_control
ZNF204P,NTC-4,negative_control
ZNF224,NTC-4,negative_control
ZNF410,NTC-4,negative_control
ZNF507,NTC-4,negative_control
ZNF594,NTC-4,negative_control
ZNF689,NTC-4,negative_control
ZNF721,NTC-4,negative_control
ZNF91,NTC-4,negative_control
ZNRF1,NTC-4,negative_control
ZNRF2P1,NTC-4,negative_control
ZUP1,NTC-4,negative_control
AAAS,NTC-5,negative_control
AACS,NTC-5,negative_control
AAR2,NTC-5,negative_control
AARS2,NTC-5,negative_control
ABCD4,NTC-5,negative_control
AC007950.1,NTC-5,negative_control
AC013394.1,NTC-5,negative_control
AC017083.3,NTC-5,negative_control
AC064862.1,NTC-5,negative_control
AC098934.1,NTC-5,negative_control
AC139769.1,NTC-5,negative_control
AC239868.1,NTC-5,negative_control
ACBD3,NTC-5,negative_control
ACRBP,NTC-5,negative_control
ACSF3,NTC-5,negative_control
ACSS2,NTC-5,negative_control
ACTN4,NTC-5,negative_control
ACVR2B,NTC-5,negative_control
ADAMTS3,NTC-5,negative_control
ADA,NTC-5,negative_control
ADCK1,NTC-5,negative_control
ADD2,NTC-5,negative_control
AGPAT3,NTC-5,negative_control
AKAP8,NTC-5,negative_control
AKR1E2,NTC-5,negative_control
AKR7A2,NTC-5,negative_control
AL732372.2,NTC-5,negative_control
ALDH1B1,NTC-5,negative_control
ALDH9A1,NTC-5,negative_control
ANKRD13C,NTC-5,negative_control
ANKRD20A3,NTC-5,negative_control
ANKRD27,NTC-5,negative_control
ANKRD33B,NTC-5,negative_control
ANKRD40,NTC-5,negative_control
APOBEC3G,NTC-5,negative_control
APOL6,NTC-5,negative_control
ARHGAP12,NTC-5,negative_control
ARHGAP4,NTC-5,negative_control
ARHGDIA,NTC-5,negative_control
ATF7IP,NTC-5,negative_control
ATP5MG,NTC-5,negative_control
ATP6V0E1,NTC-5,negative_control
ATR,NTC-5,negative_control
AURKA,NTC-5,negative_control
B3GLCT,NTC-5,negative_control
B3GNT2,NTC-5,negative_control
B9D2,NTC-5,negative_control
BACH1,NTC-5,negative_control
BANF1,NTC-5,negative_control
BAZ2A,NTC-5,negative_control
BCAS1,NTC-5,negative_control
BLOC1S1,NTC-5,negative_control
BOD1,NTC-5,negative_control
BTN2A2,NTC-5,negative_control
C11orf74,NTC-5,negative_control
C12orf76,NTC-5,negative_control
C19orf48,NTC-5,negative_control
C19orf53,NTC-5,negative_control
C19orf84,NTC-5,negative_control
C20orf27,NTC-5,negative_control
